id,domanda,risposta_a,risposta_b,risposta_c,risposta_d,corretta,macrocategoria,is_situazionale,efficace_alta,efficace_neutra,efficace_bassa,created_at,deleted_globally,risposta_e
1779096993824-48,"Ai sensi della L. 241/1990 e ss.mm.ii., l'attività amministrativa si basa anche sui principi dell'ordinamento comunitario?","Sì, si basa anche sui principi dell'ordinamento comunitario","Sì, l'imparzialità, l'economicità e i principi dell'ordinamento comunitario sono gli unici criteri su cui si basa l'attività amministrativa","No, si basa esclusivamente sui principi di economicità, pubblicità e trasparenza","No, non si basa sui principi dell'ordinamento comunitario",A,Diritto_Amministrativo,false,,,,2026-05-18 09:36:34.789841,false,
1779096993824-49,"In base all'art. 14-bis del d.lgs. n. 82/2005 (Codice dell'amministrazione digitale), quale Autorità redige il Piano triennale per l'informatica?",L'Agenzia per l'Italia Digitale (AgID).,L'Autorità nazionale anticorruzione (Anac).,Il garante della protezione dei dati personali.,L'Agenzia nazionale per la rappresentanza negoziale nella p.a. (ARAN),A,Diritto_Amministrativo,false,,,,2026-05-18 09:36:34.789841,false,
1779096993824-5,L'apposizione della firma digitale al documento elettronico:,integra e sostituisce l'apposizione di sigilli timbri e contrassegni di qualsiasi genere ad ogni fine previsto dalla normativa vigente,rende il documento valido ad ogni fine previsto dalla normativa vigente ma non efficace in mancanza della forma scritta,integra ma non sostituisce eventuali timbri e contrassegni di qualsiasi genere ad ogni fine previsto dalla normativa vigente,sostituisce solo temporaneamente quella in forma scritta ad ogni fine previsto dalla normativa vigente,A,Diritto_Amministrativo,false,,,,2026-05-18 09:36:34.789841,false,
1779096993824-50,La sostituzione nell'emanazione di atti:,Richiede che il provvedimento da emanare sia un atto vincolato nell'emanazione.,Non richiede che vi sia una previsione di legge.,È un meccanismo mediante il quale un organo gerarchicamente superiore decide di esercitare un potere attribuito alla competenza di un organo inferiore per motivi di interesse pubblico ed indipendentemente dall'inadempimento dell'organo istituzionale competente.,Non richiede che esista un rapporto di gerarchia tra il sostituto (superiore) ed il sostituito (inferiore).,A,Diritto_Amministrativo,false,,,,2026-05-18 09:36:34.789841,false,
1779096993824-51,Secondo quanto prevede la L. 241/1990 e ss.mm.ii. i documenti amministrativi relativi a procedimenti iniziati ad istanza di parte sono sempre sottratti all'accesso?,"No, non è previsto dalla suddetta legge","Sì, la suddetta legge lo prevede all'art. 24","Sì, la suddetta legge lo prevede per salvaguardare la vita privata o la riservatezza di persone fisiche","No, la suddetta legge prevede che i documenti amministrativi relativi a procedimenti iniziati d'ufficio siano sempre sottratti all'accesso",A,Diritto_Amministrativo,false,,,,2026-05-18 09:36:34.789841,false,
1779096993824-52,"Tra gli atti amministrativi non provvedimentali, che rappresentano semplici momenti dei procedimenti preordinati all'emanazione e all'operatività dei provvedimenti, rientrano:",Le proposte ed i pareri.,Le registrazioni e le verbalizzazioni.,Le deliberazioni preliminari e le verbalizzazioni.,Le proposte e le registrazioni.,A,Diritto_Amministrativo,false,,,,2026-05-18 09:36:34.789841,false,
1779096993824-6,Ai sensi dell'art 2 del DPR 1199/71:,Il ricorso deve essere proposto nel termine di trenta giorni dalla data della notificazione o della comunicazione in via amministrativa dell'atto impugnato.,Il ricorso va presentato ad autorità diversa da quella indicata nell'atto.,Il ricorso va presentato solo mediante lettera raccomandata con avviso di ricevimento.,"In caso di notificazione, l'ufficio rilascia ricevuta.",A,Diritto_Amministrativo,false,,,,2026-05-18 09:36:34.789841,false,
1779096993824-7,É nullo l'atto amministrativo che...,Manca di uno degli elementi essenziali richiesti dalla legge.,Presenta un vizio alla cui presenza la legge non commina conseguenze negative per l'atto stesso.,Non può spiegare i suoi effetti per il sopravvenire di un atto ostativo.,É inidoneo a produrre gli effetti giuridici propri perché non si sono ancora verificati i requisiti di efficacia.,A,Diritto_Amministrativo,false,,,,2026-05-18 09:36:34.789841,false,
1779096993824-8,"Secondo il GDPR, rientra tra i dati biometrici:",nessuna delle alternative proposte è esatta,l' indirizzo e-mail criptato,il consenso,l'ID di cookie,A,Diritto_Amministrativo,false,,,,2026-05-18 09:36:34.789841,false,
1779096993824-9,"Secondo quanto previsto dall'art. 6 del D.L. n. 80/2021, convertito in L. n. 113/2021, per assicurare la qualità e la trasparenza dell'attività amministrativa e migliorare la qualità dei servizi ai cittadini e alle imprese e procedere alla costante e progressiva semplificazione e reingegnerizzazione dei processi, le pubbliche amministrazioni con più di cinquanta dipendenti adottano:",Il Piano integrato di attività e organizzazione (PIAO),il piano annuale dei fabbisogni e delle spese.,il documento analitico di programmazione.,il rendiconto del budget complessivo.,A,Diritto_Amministrativo,false,,,,2026-05-18 09:36:34.789841,false,
1779096993825-53,"Ai sensi dell'art. 14 ter comma 3, della l. 241/1990, ciascun ente o amministrazione convocato alla riunione della conferenza di servizi simultanea è rappresentato da:",Un unico soggetto abilitato ad esprimere definitivamente e in modo univoco e vincolante la posizione dell'amministrazione stessa su tutte le decisioni di competenza della conferenza.,Un unico soggetto che in caso di assenso è abilitato ad esprimere definitivamente e in modo univoco e vincolante la posizione dell'amministrazione stessa su tutte le decisioni di competenza della conferenza.,Almeno due soggetti abilitati ad esprimere definitivamente e in modo univoco e vincolante la posizione dell'amministrazione stessa su tutte le decisioni di competenza della conferenza.,Un unico soggetto che in caso di dissenso non è obbligato ad esprimere definitivamente e in modo univoco e vincolante la posizione dell'amministrazione stessa su tutte le decisioni di competenza della conferenza.,A,Diritto_Amministrativo,false,,,,2026-05-18 09:36:34.789841,false,
1779096993825-54,Come può essere definita la discrezionalità amministrativa?,Lo spazio di scelta che residua allorché la normativa non predetermini in modo completo tutti i comportamenti dell'amministrazione.,"L'esame di fatti o di situazioni rilevanti per l'esercizio del potere pubblico che necessitano del ricorso a cognizioni tecniche o scientifiche di carattere specialistico, caratterizzate da margini di opinabilità.",Lo spazio di scelta che residua allorché la normativa di azione predetermini in modo completo tutti i comportamenti dell'amministrazione.,"L'esame di fatti o di situazioni su regole tratte da scienze esatte che consentono di approdare ad un risultato certo, ripetibile e verificabile.",A,Diritto_Amministrativo,false,,,,2026-05-18 09:36:34.789841,false,
1779096993825-55,"Il co. 6-bis, art. 19, l. n. 241/1990 dispone che nei casi di scia in materia edilizia, il termine di sessanta giorni di cui al primo periodo del co. 3 è ridotto:",A trenta giorni.,A quaranta giorni.,A venti giorni.,A quindici giorni.,A,Diritto_Amministrativo,false,,,,2026-05-18 09:36:34.789841,false,
1779096993825-56,"In applicazione di quale principio, previsto all'art. 5, GDPR, i dati personali devono essere conservati in una forma che consenta l'identificazione degli interessati per un arco di tempo non superiore al conseguimento delle finalità per le quali sono trattati?",Limitazione della conservazione.,Minimizzazione dei dati.,Esattezza.,Limitazione della finalità.,A,Diritto_Amministrativo,false,,,,2026-05-18 09:36:34.789841,false,
1779096993825-57,"Ai sensi dell'art. 7 del D.lgs. 39/13 e ss.mm.ii., un incarico amministrativo di vertice della regione:","non può essere conferito a chi sia stato componente, nei due anni precedenti, della giunta di un comune con popolazione superiore ai 15.000 abitanti della medesima regione",può essere conferito a chi sia stato componente del consiglio di un comune con popolazione superiore a 15.000 abitanti della medesima nei due anni precedenti,può essere conferito a chi sia stato componente della giunta della regione nei due anni precedenti,non può essere conferito a chi sia stato amministratore delegato di un ente di diritto privato in controllo pubblico da parte di altra regione,A,Diritto_Amministrativo,false,,,,2026-05-18 09:36:34.789841,false,
1779096993825-58,"Ai fini del d.lgs. n. 175/2016 (Testo unico in materia di società a partecipazione pubblica), è fatta salva la possibilità per le amministrazioni pubbliche di acquisire o mantenere partecipazioni in società bancarie di finanza etica e sostenibile?","Sì, se non superiori all'1 per cento del capitale sociale e senza ulteriori oneri finanziari rispetto a quelli derivanti dalla partecipazione medesima","No, in nessun caso","Sì in ogni caso, senza condizioni","Sì, comunque non superiori all'8 per cento del capitale sociale",A,Diritto_Amministrativo,false,,,,2026-05-18 09:36:34.789841,false,
1779096993825-59,I controlli amministrativi sono diretti ad esaminare l'operato di organi amministrativi con funzione di amministrazione attiva. Indicare quale tra le seguenti affermazioni sui controlli amministrativi è corretta.,"I controlli amministrativi ordinari sono previsti dalla legge come necessari ed abituali, in ordine a particolari atti od attività.","I controlli sugli atti sono diretti a riesaminare e valutare l'operato, i comportamenti, la funzionalità di un organo o di un ente.",I controlli amministrativi ordinari sono quelli in cui l'autorità controllante e controllata appartengono ad enti diversi.,L'approvazione è una funzione che si esercita con il solo controllo di merito.,A,Diritto_Amministrativo,false,,,,2026-05-18 09:36:34.789841,false,
1779096993825-60,Indicare quale tra le seguenti affermazioni sui pareri (atti a carattere ausiliario consistenti in manifestazioni di giudizio) è corretta.,I pareri sono obbligatori vincolanti se l'organo di amministrazione attiva è obbligato a richiederli e ad uniformarsi ad essi.,"I pareri, a differenza delle motivazioni (L. 241/1990), richiedono sempre la forma scritta.",I pareri sono obbligatori non vincolanti se l'organo di amministrazione attiva è obbligato a richiederli e ad uniformarsi ad essi.,I pareri sono obbligatori conformi se la legge impone all'organo di amministrazione attiva solo di richiederli.,A,Diritto_Amministrativo,false,,,,2026-05-18 09:36:34.789841,false,
1779096993825-61,"Il D.lgs. 150/09 e ss.mm.ii., stabilisce che la misurazione e la valutazione della performance devono essere effettuate in un quadro di:",pari opportunità di diritti e doveri,serena collaborazione,leale competizione,Better Regulation,A,Diritto_Amministrativo,false,,,,2026-05-18 09:36:34.789841,false,
1779096993825-62,A norma dell'art. 30 del Codice del processo amministrativo può essere chiesta la condanna al risarcimento del danno ingiusto derivante dal mancato esercizio dell'attività amministrativa obbligatoria?,Sì.,"Sì, può essere richiesta la condanna solo per il mancato esercizio dell'attività amministrativa obbligatoria.","No, può essere richiesta la condanna solo per l'illegittimo esercizio dell'attività amministrativa.","No, non può essere chiesta la condanna al risarcimento né per l'illegittimo esercizio dell'attività amministrativa né per il mancato esercizio di quella obbligatoria.",A,Diritto_Amministrativo,false,,,,2026-05-18 09:36:34.789841,false,
1779096993825-63,Con il varo del T.U. n. 165/2001 (c.d. TUPI) è stato possibile distinguere nettamente i poteri degli organi di governo da quelli dei dirigenti. Ai dirigenti spetta in particolare:,L'organizzazione delle risorse strumentali.,Le decisioni in materia di atti normativi e l'adozione dei relativi atti di indirizzo interpretativo ed applicativo.,"La definizione di obiettivi, priorità, piani, programmi e direttive generali per l'azione amministrativa e per la gestione.",La richiesta di pareri alle autorità amministrative indipendenti ed al Consiglio di Stato.,A,Diritto_Amministrativo,false,,,,2026-05-18 09:36:34.789841,false,
1779096993825-64,"Con riferimento del processo di misurazione e valutazione della performance organizzativa ed individuale, a quale categoria di soggetti il comma 4, art. 14, D.Lgs. 150/2009 attribuisce il compito di verificare i risultati e le buone pratiche di promozione delle pari opportunità?",OIV.,ANAC.,Dipartimento della Ragioneria Generale dello Stato.,Dipartimento della Funzione Pubblica.,A,Diritto_Amministrativo,false,,,,2026-05-18 09:36:34.789841,false,
1779098767195-1,Il GDPR prevede varie prescrizioni in merito al consenso in particolare l'art. 7 prevede che:,Il titolare del trattamento dovrebbe utilizzare lo stesso modulo delle condizioni generali del contratto avendo la possibilità di mescolare il consenso con le altre condizioni generali.,Il titolare del trattamento dovrebbe assicurarsi che il messaggio sia comprensibile da una persona di medio-alta cultura.,Il consenso per essere valido richiede una manifestazione inequivocabile mediante una dichiarazione o azione positiva inequivocabile.,,C,Diritto_Amministrativo,false,,,,2026-05-18 10:06:08.089428,false,
1779098767195-2,Ogni trattamento di dati personali deve avvenire nel rispetto dei principi fissati all'art. 5 del Regolamento (UE) 2016/679. In applicazione del principio di esattezza i dati personali sono:,Adeguati pertinenti e limitati a quanto necessario rispetto alle finalità per le quali sono trattati.,Raccolti per finalità determinate esplicite e legittime e successivamente trattati in modo che non siano incompatibile con tali finalità.,Esatti e se necessario aggiornati; devono essere adottate tutte le misure ragionevoli per cancellare o rettificare tempestivamente i dati inesatti rispetto alle finalità per le quali sono trattati.,,C,Diritto_Amministrativo,false,,,,2026-05-18 10:06:08.089428,false,
1779098767195-3,A norma del disposto di cui al co. 8 art. 41 d.lgs. n. 36/2023 il progetto esecutivo:,Sviluppa un livello di definizione degli elementi tale da individuarne compiutamente la funzione i requisiti la qualità e il prezzo di elenco.,Contiene il piano preliminare di manutenzione dell'opera e delle sue parti.,Consente ove necessario l'avvio della procedura espropriativa.,,B,Diritto_Amministrativo,false,,,,2026-05-18 10:06:08.089428,false,
1779098767195-4,A norma del disposto di cui al co. 8 art. 33 d.lgs. n. 36/2023 sono considerate irregolari le offerte:,Presentate da offerenti che non possiedono la qualificazione necessaria.,Che non hanno alcuna pertinenza con l'appalto e quindi manifestamente incongruenti.,Che sono state ricevute in ritardo.,,B,Diritto_Amministrativo,false,,,,2026-05-18 10:06:08.089428,false,
1779098767195-5,A norma del disposto di cui al co. 1 art. 50 d.lgs. n. 36/2023 per l'affidamento di lavori di importo pari o superiore a 150.000 euro e inferiore a 1 milione di euro:,È prevista la procedura negoziata con bando previa consultazione di almeno sette operatori economici ove esistenti.,Si può procedere a affidamento diretto previa consultazione di almeno cinque operatori economici ove esistenti.,È prevista la procedura negoziata senza bando previa consultazione di almeno cinque operatori economici ove esistenti.,,C,Diritto_Amministrativo,false,,,,2026-05-18 10:06:08.089428,false,
1779098767195-6,A norma del disposto di cui al co. 2 art. 18 d.lgs. n. 36/2023 divenuta efficace l'aggiudicazione e fatto salvo l'esercizio dei poteri di autotutela la stipulazione del contratto ha luogo di norma:,Entro i successivi sessanta giorni anche in pendenza di contenzioso.,Entro i successivi centoventi giorni.,Entro i successivi novanta giorni salvo diverso termine previsto nel bando o nell'invito ad offrire.,,A,Diritto_Amministrativo,false,,,,2026-05-18 10:06:08.089428,false,
1779098767196-10,Qual è il file system predefinito su Windows?,APFS.,NTFS.,EXT4.,,B,Uso_delle_tecnologie,false,,,,2026-05-18 10:06:08.089428,false,
1779098767196-11,Complete the sentence by using one of the options given: My classmates always make fun of me because I'm too short I wish I _________ taller.,been,was,am,,B,Inglese,false,,,,2026-05-18 10:06:08.089428,false,
1779098767196-13,Gli esami sono iniziati alle 9,05 sono stati sospesi alle 13,00 sono ripresi alle 15,23 e si sono conclusi con 25 minuti di anticipo sul previsto orario delle 17,00. Quanto sono durati gli esami?,6 ORE E 07 MINUTI.,Logica,false,,,,2026-05-18 10:06:08.089428,false,
1779098767196-14,Quale dei seguenti termini può sostituire la parola altercare senza modificare il significato della frase ove essa è inserita?,Questionare.,Eccepire.,Irritare.,,A,Logica,false,,,,2026-05-18 10:06:08.089428,false,
1779098767196-15,Se MACHO vale AH e CADRAI vale ARI allora PASTORIZZAZIONE vale....,ATRZAIN.,ATRZZIN.,ATRZAIR.,,A,Logica,false,,,,2026-05-18 10:06:08.089428,false,
1779098767196-16,Quale dei termini proposti integra la serie: lega - micron - nanometro - ..?..,Grado.,Gallone.,Metro.,,C,Logica,false,,,,2026-05-18 10:06:08.089428,false,
1779098767196-17,Quale termine integra la serie che segue: BARDOLINO - NEBBIOLO - PINOT - ..?..,ALBANA.,TOCCO.,BURLACCO.,,A,Logica,false,,,,2026-05-18 10:06:08.089428,false,
1779098767196-20,Se andare a male sta a infracidire allora arrecare grave disonore sta a:,Affastellare.,Vituperare.,Crepitare.,,B,Logica,false,,,,2026-05-18 10:06:08.089428,false,
1779098767196-21,Individuare il termine che completa logicamente la proporzione fabule sta a facile come mirato sta a ......,Menare.,Minuto.,Micosi.,,B,Logica,false,,,,2026-05-18 10:06:08.089428,false,
1779098767196-22,Inserire il vocabolo che permetta di completare la prima parola e formare l'inizio della seconda in modo che entrambe abbiano senso compiuto e siano di uso corrente: GAR (?) RIORE.,ESTE.,ANTE.,BARE.,,B,Logica,false,,,,2026-05-18 10:06:08.089428,false,
1779098767196-23,Tre stranieri (A B C) di nazionalità cinese russa e indiana non necessariamente in quest'ordine sono in fila per ritirare i documenti per richiedere il permesso di soggiorno. L'indiano B è subito dietro a C; il cinese primo non si chiama A. Chi ritirerà per ultimo i documenti e di quale nazionalità è?,A di nazionalità russa.,B di nazionalità russa.,A di nazionalità cinese.,,A,Logica,false,,,,2026-05-18 10:06:08.089428,false,
1779098767196-8,Il Codice dei contratti consente ai concorrenti di presentare più di un'offerta?,Si fino a quando non scada il termine di presentazione delle offerte il concorrente può inviare alla stazione appaltante più offerte inserendo nel plico dell'offerta valida gli estremi delle altre offerte inviate da considerare come non presentate.,No il co. 4 dell'art. 17 del d.lgs. n. 36/2023 lo vieta espressamente. L'offerta unica è vincolante per il periodo indicato nel bando o nell'invito in mancanza di indicazione per 120 giorni dalla scadenza del termine per la sua presentazione salvo che la stazione appaltante richieda agli offerenti il differimento di detto termine.,No il co. 4 dell'art. 17 del d.lgs. n. 36/2023 lo vieta espressamente. L'offerta unica è vincolante per il periodo indicato nel bando o nell'invito in mancanza di indicazione per 180 giorni dalla scadenza del termine per la sua presentazione salvo che la stazione appaltante richieda agli offerenti il differimento di detto termine.,,B,Diritto_Amministrativo,false,,,,2026-05-18 10:06:08.089428,false,
1779098767196-9,Qual è la combinazione per annullare un'azione su Windows?,Ctrl+Z.,Ctrl+Y.,Ctrl+X.,,A,Uso_delle_tecnologie,false,,,,2026-05-18 10:06:08.089428,false,
1779098774477-1,Devi negoziare un nuovo accordo di collaborazione con un partner istituzionale. Come procederesti per garantire che gli interessi della tua organizzazione siano protetti?,Proporrei un accordo basato sulle necessità principali della mia organizzazione facendo concessioni sui punti meno cruciali.,Analizzerei gli interessi di entrambe le parti e preparerei una strategia di negoziazione che includa clausole di protezione per la mia organizzazione.,Accetterei le condizioni proposte dal partner in virtù della possibilità di instaurare una collaborazione duratura.,,,Situazionali,true,B,A,C,2026-05-18 10:06:14.6777,false,
1779098774477-2,Un progetto prevede la creazione di un team interfunzionale con persone che non hanno mai lavorato insieme. Come promuovi il cambiamento culturale necessario per la collaborazione?,Presento il nuovo team in occasione dell'inizio del progetto e incoraggio i membri a collaborare lasciando che si conoscano e inizino a lavorare insieme durante le attività senza particolari interventi organizzati.,Invito i membri del nuovo team a conoscersi attraverso riunioni introduttive e suggerisco che lavorino insieme su piccoli compiti per migliorare la loro interazione.,Organizzo un'attività di team building per favorire la conoscenza reciproca e creo uno spazio di comunicazione aperta per discutere obiettivi e aspettative comuni. Stabilisco anche linee guida per favorire la collaborazione.,,,Situazionali,true,C,B,A,2026-05-18 10:06:14.6777,false,
1779098774477-3,Dopo un errore importante noti di sentirti demotivato. Come affronti la situazione?,Provo a non pensare all'errore e a andare avanti sperando che la motivazione torni con il tempo.,Analizzo l'errore per capire come posso evitarlo in futuro cercando di trasformarlo in un'opportunità di apprendimento.,Cerco di mettere l'errore alle spalle concentrandomi su altre attività per riacquistare fiducia e motivazione.,,,Situazionali,true,B,C,A,2026-05-18 10:06:14.6777,false,
1779098774477-4,Hai il compito di garantire che i servizi pubblici siano accessibili a tutti i cittadini. Come procederesti per monitorare e migliorare l'accessibilità?,Condurrei un'indagine completa per valutare i bisogni e implementerei soluzioni specifiche per migliorare l'accessibilità monitorandone l'efficacia tramite feedback continui.,Analizzerei i dati attuali sull'accessibilità e proporrei alcuni miglioramenti per i gruppi più vulnerabili mantenendo un monitoraggio costante.,Farei modifiche per rendere il servizio più accessibile senza fare un'analisi specifica dei bisogni dei cittadini ma basandomi sui loro feedback.,,,Situazionali,true,A,B,C,2026-05-18 10:06:14.6777,false,
1779098774478-10,Durante un periodo di bassa produttività ti accorgi di non riuscire a mantenere alta la motivazione. Come affronti la situazione?,Faccio il mio lavoro aspettando che il carico si intensifichi colgo l'occasione per riposarmi.,Cerco di recuperare le attività che nei momenti più intensi sono costretto a trascurare.,Cerco nuovi obiettivi e stimoli come nuovi progetti o attività di formazione per ritrovare l'interesse e la motivazione.,,,Situazionali,true,C,B,A,2026-05-18 10:06:14.6777,false,
1779098774478-5,Durante la fase di implementazione di un progetto scopri che le risorse sono inadeguate rispetto alle esigenze. Come risolvi la situazione?,Rivaluto le priorità del progetto e riassegno le risorse disponibili. Propongo modifiche al piano originale e cerco ulteriori finanziamenti o risorse da altri dipartimenti.,Proseguo con il progetto secondo i piani fiducioso che le risorse disponibili saranno sufficienti per completare le attività principali valutando che non sia utile investire tempo nella modifica del piano.,Informo i superiori della situazione e suggerisco di ridimensionare il progetto per adattarlo alle risorse disponibili concentrandoci sulle attività essenziali.,,,Situazionali,true,A,C,B,2026-05-18 10:06:14.6777,false,
1779098774478-6,Ti viene chiesto di delineare un piano per migliorare la resilienza dei servizi pubblici in caso di crisi. Come immagini gli scenari futuri di rischio?,Identifico i possibili rischi e pianifico soluzioni specifiche per ogni scenario. Prevedo la creazione di un team di emergenza la formazione dei dipendenti e l'introduzione di soluzioni tecnologiche per garantire continuità dei servizi.,Penso a un piano di emergenza che copra le principali eventualità. Seguo una linea generale prevedendo che la struttura attuale possa essere sufficiente per far fronte a possibili crisi con interventi mirati in caso di necessità.,Suggerisco di valutare le aree più vulnerabili e di elaborare un piano di emergenza per le situazioni più probabili coinvolgendo i dipendenti chiave nella pianificazione.,,,Situazionali,true,A,C,B,2026-05-18 10:06:14.6777,false,
1779098774478-7,Durante un audit scopri che i processi interni stanno rallentando la qualità del servizio. Come interverresti per migliorare l'efficienza e la qualità?,Farei piccole modifiche ai processi inoltre convoco i referenti di ciascun processo per chiedere conto dei rallentamenti.,Apporterei modifiche ai processi più critici cercando di migliorarne l'efficienza senza cambiare drasticamente il flusso di lavoro.,Avvierei una revisione completa dei processi interni eliminando i colli di bottiglia e semplificando le procedure. Introdurrei anche strumenti di automazione per velocizzare il lavoro e monitorerei costantemente i miglioramenti.,,,Situazionali,true,C,B,A,2026-05-18 10:06:14.6777,false,
1779098774478-8,Un membro del team presenta una proposta che non è stata ben accolta dagli altri. Come gestisci la situazione per non scoraggiarlo?,Organizzo una discussione costruttiva per analizzare la proposta evidenziando i suoi aspetti positivi e suggerendo eventuali miglioramenti in modo da incoraggiare il membro del team a non desistere dal proporre idee.,Ringrazio il membro per la proposta e spiego le ragioni per cui non è stata accolta invitandolo a proporre altre idee in futuro.,Esorto il proponente a presentare davanti al team la sua proposta in modo più convincente e più facile da accettare.,,,Situazionali,true,A,B,C,2026-05-18 10:06:14.6777,false,
1779098774478-9,Un dipendente fatica a rispettare le scadenze e sembra avere problemi nella gestione del tempo. Come lo supporti?,Suggerisco al dipendente di utilizzare strumenti di gestione del tempo e verifico con lui settimanalmente come procede ma senza un intervento intensivo.,Faccio presente al dipendente che deve migliorare la sua gestione del tempo e gli consiglio di fare più attenzione alle scadenze future. Non credo di dovergli fornire personalmente supporto pratico.,Organizzo una sessione per capire le sue difficoltà e fornisco strumenti di gestione del tempo come checklist e pianificatori. Imposto anche micro-scadenze per monitorare i suoi progressi.,,,Situazionali,true,C,A,B,2026-05-18 10:06:14.6777,false,
1779099371085-1,Choose the best word to complete this sentence: The composer Christian Fischer has just ____ at the age of 87.,dead,died,death,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-10,Choose the best word or phrase to complete this sentence: Last month a government spokesman told journalists that getting ____ to the protestors could be dangerous.,close too much,too close,too closely,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-11,"I'm English. My friend is English, ____ .",also,too,also he is,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-12,"Choose the best answer for this question: Can I speak to the director, please?","Certainly, sir. Please, moment","Certainly, sir, if I can","Certainly, sir. Just a moment",,C,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-13,Choose the best word or phrase to complete this sentence: James and Sarah ____ for 20 years but they got divorced last year.,were married,have married,got married,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-14,This is the old lady I was talking ___ yesterday evening.,at,from,to,,C,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-15,A sign in the airport says 'we are reconfiguring this area to make the security service we provide more effective for you'. What exactly is happening?,The area is being redesigned,The area is being cleaned,The area is being demolished,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-16,It is ____ to stay.,better,more good,most good,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-17,Which of the following CANNOT be used to complete this sentence? James isn't at work today so I think he ____ be ill.,must,might,can,,C,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-18,Choose the best word or phrase to complete this sentence: Francis Ford Coppola is a film director from ____ .,the America,America,American,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-19,"Choose the best verb form to complete this sentence: If I hadn't spent so much money on my car earlier this year, I ____ afford a nice holiday in the sun, somewhere exotic.",will have been able to,would be able to,wouldn't have been able to,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-2,Choose the best word or phrase to complete this sentence: Don't buy that jacket - it's ____ for you.,too big size,too much big,too big,,C,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-20,"Choose the correct phrase to complete the following: You ____ in an election, but I think you should. If you have the right to vote, you should take advantage of it. After all, you're lucky. I can't vote because I'm a foreigner.",have not vote,need to vote,don't have to vote,,C,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-21,"Choose the best verb form to complete this sentence: You ____ send the original documents, a photocopy will do.",don't have to,couldn't,mustn't,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-22,"What is the most appropriate synonym for practically in the sentence: A dispute over which tyres were allowed meant that only six cars took part in the US Grand Prix, practically handing over a much-needed victory to the former world champion.",effectively,finally,generally,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-23,"Choose the best word to complete this sentence: Now I've heard a lot about your background and experience, which certainly makes you a suitable candidate for this job, but can you tell me a little about any particular ____, like computing or technical drawing, that may be relevant to this post.",habits,skills,education,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-24,I _____ wrong.,need be,must be,should to,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-25,"Which phrase is NOT an appropriate way to complete this sentence? I'm trying to buy a house at the moment, so I ____ money on frivolities!",ought not to waste all my,must save up some,mustn't spend any,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-26,Choose the best word to complete this sentence: You can invest your money in stocks and ____.,bears,shares,divides,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-27,Choose the best phrase to complete this sentence: Chinese immigrants have lived in this district ____.,a long time ago,since a long time,for many years,,C,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-28,The old lady ______ sitting on a stool on the left side of the chimney.,have been,were,was,,C,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-29,"Choose the best word or phrase to complete this sentence: At the time of my visit last April, Kembruck Inc. ____ a successful £340 million advertising campaign.",has finished,was just finishing,had been finished,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-3,This is the person about ____ we were talking.,whom,what,whose,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-30,My father has gone _____ London by car.,to,in,from,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-31,Choose the best phrase to complete this sentence: Everyone ____ pay taxes.,have to,has to,don't have,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-32,Choose the best phrase to complete this question: ____ to drive if you have had more than two alcoholic drinks?,Can you,Are you allowed,Must you,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-33,Europe is crossed _____ many rivers.,through,from,by,,C,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-34,Choose the best word to complete this question: ____ you like to come to France with me next year?,Will,Do,Would,,C,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-35,She ____ very much ____ her father.,looks / like,look / to,looks / likley,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
